id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
r4d18h4h,True,2017-03-25 17:11:15.154,2017-03-25 17:12:38.978,17,resign,white,5+5,sagansaxo,1574,razo1907,1594,1. e4 e5 2. Nf3 Qf6 3. Bc4 Qg6 4. g3 Qxe4+ 5. Be2 d6 6. Nc3 Qc6 7. Bb5 Qxb5 8. Nxb5 Bd7 9. Nxc7+,C40,King's Pawn Game: McConnell Defense,4
ExrBSElZ,True,2017-03-23 19:30:24.712,2017-03-23 19:53:44.884,128,draw,draw,8+8,sylvain49,1629,sagansaxo,1573,1. e4 e5 2. h3 Nc6 3. a3 Nf6 4. Nc3 d5 5. exd5 Nxd5 6. Nxd5 Qxd5 7. Nf3 Bc5 8. b3 Qe4+ 9. Be2 g5 10. d3 Qf5 11. Bxg5 h6 12. Bd2 e4 13. dxe4 Qxe4 14. O-O Qg6 15. Re1 O-O 16. Bd3 Qg7 17. b4 Bxh3 18. g3 Bd6 19. Kh2 Bg4 20. Be4 Be5 21. c3 Bxc3 22. Bxc6 Bxa1 23. Bxb7 Rad8 24. Qxa1 Qxa1 25. Rxa1 Bxf3 26. Bxh6 Bxb7 27. Bxf8 Rxf8 28. Rc1 c6 29. Rc5 Kg7 30. Ra5 Rh8+ 31. Kg2 c5+ 32. f3 cxb4 33. axb4 a6 34. b5 axb5 35. Rxb5 Bc6 36. Rc5 Rc8 37. Rg5+ Kf6 38. Rh5 Ra8 39. g4 Ke7 40. Kg3 Ra3 41. Rf5 Bd7 42. Rf4 f6 43. Kh4 Ke6 44. Re4+ Kf7 45. Rf4 Kg6 46. Rd4 Bc8 47. Rc4 Bb7 48. f4 Bf3 49. f5+ Kg7 50. Kh5 Ra1 51. Rc7+ Kh8 52. Kg6 Ra8 53. Kxf6 Bxg4 54. Kg5 Bh3 55. f6 Rf8 56. Kg6 Be6 57. Rh7+ Kg8 58. Rg7+ Kh8 59. Re7 Bc4 60. f7 Bd3+ 61. Kf6 Kh7 62. Re8 Rxf7+ 63. Kxf7 Bg6+ 64. Kf8 Bxe8,C20,King's Pawn Game,2
1Fh0lzge,True,2017-03-22 20:01:10.667,2017-03-22 20:11:50.727,38,resign,black,8+5,jongauti,1550,sagansaxo,1562,1. d4 d5 2. c4 Nf6 3. e3 e6 4. Nc3 Bb4 5. Ne2 b6 6. Qa4+ Nc6 7. g3 Bxc3+ 8. bxc3 Bb7 9. Bg2 O-O 10. O-O a5 11. cxd5 exd5 12. Nf4 Ne7 13. c4 Rb8 14. cxd5 Nexd5 15. Bxd5 Nxd5 16. Bb2 Nxf4 17. gxf4 Qh4 18. f3 Qh3 19. Rf2 Bxf3,D06,Queen's Gambit Refused: Marshall Defense,4
x35BWQWt,True,2017-03-18 14:01:14.903,2017-03-18 14:05:20.885,39,resign,white,5+5,chistiybyk,1625,sagansaxo,1571,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nd4 4. Nxd4 exd4 5. Qh5 Nh6 6. Qe5+ Be7 7. Qxg7 Rf8 8. Qxh6 d6 9. Qxh7 b6 10. d3 Bg5 11. Bxg5 Qxg5 12. O-O Qd2 13. Nxd2 Bb7 14. Bb5+ c6 15. Bc4 d5 16. exd5 cxd5 17. Bb5+ Kd8 18. Qh4+ Kc8 19. Qe7 Rd8 20. Rae1,C50,Italian Game: Schilling-Kostic Gambit,6
5YxSx4DU,False,2017-03-09 18:39:53.916,2017-03-09 18:47:53.835,73,resign,white,5+12,dondiablo01,1420,sagansaxo,1571,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Bg4 6. h3 Bxf3 7. Qxf3 f6 8. Nc3 Bb4 9. d3 Bxc3 10. bxc3 b5 11. Qh5+ g6 12. Qf3 c5 13. Ba3 b4 14. cxb4 cxb4 15. Bxb4 Rb8 16. Rab1 a5 17. Bc5 Rxb1 18. Rxb1 c6 19. Qg3 Ne7 20. d4 exd4 21. Rb8 Nc8 22. Qd3 f5 23. Qxd4 Qxd4 24. Bxd4 O-O 25. Bc5 Rd8 26. f3 Kf7 27. Kf2 Ke8 28. Ke3 Ne7 29. Rxd8+ Kxd8 30. exf5 gxf5 31. Kf4 Nd5+ 32. Kxf5 Nb4 33. Bxb4 axb4 34. g4 Kd7 35. Ke5 Kc7 36. f4 Kb6 37. f5,C69,Ruy Lopez: Exchange Variation |  Normal Variation,9
6w8NP5ji,True,2017-02-07 17:56:31.427,2017-02-07 18:07:19.259,48,mate,black,5+7,sagansaxo,1565,vasiliy_sumy,1773,1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 4. h3 Nge7 5. Bc4 O-O 6. b3 d5 7. exd5 Nxd5 8. Ba3 Bxa3 9. Nxa3 Nf4 10. O-O e4 11. Nh2 Qg5 12. Ng4 h5 13. Ne3 Nxh3+ 14. Kh1 Nf4 15. g3 Bg4 16. Nxg4 hxg4 17. gxf4 Qxf4 18. Re1 Ne5 19. Be2 Nf3 20. Bxf3 gxf3 21. Re3 Qh4+ 22. Kg1 Qg4+ 23. Kf1 Qg2+ 24. Ke1 Qg1#,C44,Ponziani Opening,5
UvXSONZ7,True,2017-01-29 10:53:53.665,2017-01-29 10:57:49.515,29,resign,white,8+0,sureshvr1,1605,sagansaxo,1583,1. d4 d5 2. e4 Nf6 3. e5 Ng8 4. Nf3 e6 5. c4 Nc6 6. cxd5 Qxd5 7. Nc3 Qa5 8. Bd2 Bb4 9. a3 Bxc3 10. bxc3 Nge7 11. Bd3 O-O 12. Qc2 g6 13. c4 Qb6 14. c5 Nxd4 15. Nxd4,D00,Blackmar-Diemer Gambit,3
DimnuuOS,True,2017-01-28 10:43:39.033,2017-01-28 10:50:26.020,43,resign,white,5+5,m4tti,1709,sagansaxo,1590,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nd4 4. d3 Nxf3+ 5. Qxf3 f6 6. Nc3 Bb4 7. Bd2 Ne7 8. a3 Bxc3 9. Bxc3 c6 10. O-O Qc7 11. d4 exd4 12. Bxd4 d5 13. exd5 cxd5 14. Bxd5 Qxc2 15. Bb3 Qg6 16. Rfe1 Bd7 17. Qxb7 Rd8 18. Bc5 h5 19. Rxe7+ Kf8 20. Rxd7+ Ke8 21. Re7+ Kf8 22. Rxg7+,C50,Italian Game: Schilling-Kostic Gambit,6
6HdRGr8F,True,2017-01-28 09:55:40.008,2017-01-28 10:04:49.238,49,mate,white,5+5,eniotomsic,1621,sagansaxo,1600,1. d4 d5 2. Bf4 Nc6 3. e3 Bf5 4. Nf3 e6 5. Bb5 a6 6. Bxc6+ bxc6 7. Nc3 f6 8. O-O Ne7 9. Nd2 Ng6 10. g4 Nxf4 11. gxf5 Nh3+ 12. Kg2 Ng5 13. Qh5+ Kd7 14. h4 exf5 15. hxg5 fxg5 16. Qf7+ Kc8 17. Qxf5+ Kb7 18. Nf3 h6 19. e4 dxe4 20. Ne5 Qxd4 21. Rad1 Qb4 22. Nxc6 Qxb2 23. Rb1 Qxb1 24. Rxb1+ Kxc6 25. Qd5#,D00,Queen's Pawn Game: Mason Attack,3
C0y5JUZr,True,2017-01-25 17:11:54.208,2017-01-25 17:21:01.450,57,resign,black,5+5,sagansaxo,1609,makonj,1699,1. e4 c5 2. Nf3 Nc6 3. Bc4 a6 4. d3 b5 5. Bb3 a5 6. Ng5 e6 7. a3 Be7 8. Nf3 a4 9. Ba2 Bb7 10. Nc3 b4 11. axb4 cxb4 12. Nb5 Qb6 13. Bc4 Ba6 14. Rxa4 O-O-O 15. Nd6+ Bxd6 16. Bxa6+ Kb8 17. Be3 Bc5 18. Bxc5 Qxc5 19. Qa1 Kc7 20. Bc4 Nh6 21. O-O Rb8 22. b3 Rhc8 23. Qxg7 Qh5 24. Qxh7 Rg8 25. g3 Qxf3 26. Qxh6 Nd4 27. Qf4+ Qxf4 28. Ra7+ Rb7 29. Rxb7+,B30,Sicilian Defense: Old Sicilian,4
cd6t8kvo,True,2017-01-25 16:59:21.004,2017-01-25 17:09:36.776,68,resign,white,5+5,green_star,1716,sagansaxo,1617,1. d4 d5 2. a3 Nf6 3. e3 e6 4. Nf3 Nc6 5. c4 b6 6. Nc3 Ba6 7. b4 Bxc4 8. Bxc4 dxc4 9. b5 Na5 10. O-O Nb3 11. Rb1 Nxc1 12. Qxc1 g6 13. Ne2 Bg7 14. Qxc4 Ne4 15. Qc6+ Kf8 16. Qxe4 h5 17. Ng5 Bf6 18. Nf3 a6 19. a4 axb5 20. axb5 Kg7 21. Nf4 g5 22. Nd3 Qd6 23. Nfe5 Bxe5 24. Nxe5 Qa3 25. Qf3 f6 26. Nd7 f5 27. Qc6 Rhe8 28. Qxc7 Qe7 29. Qe5+ Kf7 30. Nxb6 Rab8 31. Nc4 Rbc8 32. Nd6+ Kf8 33. Nxc8 Rxc8 34. Qh8+ Kf7,D00,Queen's Pawn Game,2
WVMr1k1V,True,2017-01-25 15:55:50.105,2017-01-25 16:00:16.306,30,mate,black,5+5,uchuvatkin,1677,sagansaxo,1603,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 Nc6 5. Nf3 f6 6. O-O cxb2 7. Bxb2 d6 8. Re1 Ne5 9. Nxe5 fxe5 10. Qh5+ g6 11. Qf3 Qf6 12. Qb3 Ne7 13. f4 Qh4 14. Bf7+ Kd8 15. fxe5 Qxe1#,C44,Scotch Game: Goering Gambit |  Double Pawn Sacrifice,9
Qv9WBOoF,True,2017-01-22 15:37:11.466,2017-01-22 15:50:08.133,129,resign,white,5+5,wack,1891,sagansaxo,1607,1. d4 d5 2. c4 Nf6 3. Nc3 e6 4. Bg5 h6 5. Bh4 g5 6. Bg3 Bb4 7. Be5 Nc6 8. e3 Nxe5 9. dxe5 Ne4 10. Qa4+ c6 11. Qxb4 Nxc3 12. Qxc3 dxc4 13. Bxc4 O-O 14. Nf3 b5 15. Bb3 Bb7 16. Rd1 Qe7 17. O-O Rac8 18. Nd4 g4 19. f3 gxf3 20. Rxf3 c5 21. Rg3+ Kh8 22. Nxb5 Rg8 23. Nd6 Rxg3 24. Nxc8 Bxc8 25. hxg3 Qg5 26. Rd8+ Qxd8 27. Qxc5 Qg5 28. Qf8+ Kh7 29. Qxc8 Qxe3+ 30. Kh2 Qxe5 31. Qd8 Qh5+ 32. Qh4 Qe2 33. Qf4 Kg7 34. Kh3 Qxb2 35. g4 Qc3+ 36. g3 Qe1 37. Qd4+ f6 38. Qd7+ Kg6 39. Bc2+ f5 40. gxf5+ exf5 41. Qxf5+ Kg7 42. Qg6+ Kf8 43. Qxh6+ Ke7 44. Qh7+ Kd6 45. Be4 Ke5 46. Qf5+ Kd4 47. Bg2 Qe7 48. Qe4+ Qxe4 49. Bxe4 Kxe4 50. Kh4 Kf5 51. Kh5 Kf6 52. g4 Kg7 53. g5 a6 54. a4 a5 55. Kg4 Kg6 56. Kf4 Kf7 57. Kf5 Kg7 58. g6 Kg8 59. Kf6 Kf8 60. Ke5 Kg7 61. Kd5 Kxg6 62. Kc5 Kf6 63. Kb5 Ke6 64. Kxa5 Kd6 65. Kb6,D50,Queen's Gambit Declined: Modern Variation,7
zDj0Nx0m,True,2017-01-22 15:28:20.854,2017-01-22 15:36:50.715,50,resign,white,5+7,nonomon,1768,sagansaxo,1613,1. d4 d5 2. Nc3 Nf6 3. Nf3 Nc6 4. Bg5 e6 5. e3 h6 6. Bh4 g5 7. Bg3 Bb4 8. Bb5 Ne4 9. Bxc6+ bxc6 10. Qd3 Rb8 11. a3 Bxc3+ 12. bxc3 Nxg3 13. hxg3 Qe7 14. Ne5 Bd7 15. Qa6 O-O 16. Qxa7 f6 17. Ng6 Qh7 18. Nxf8 Kxf8 19. Qxb8+ Ke7 20. Qxc7 Qxc2 21. O-O Qxc3 22. a4 e5 23. dxe5 fxe5 24. a5 Ke6 25. a6 c5,D01,Queen's Pawn Game: Chigorin Variation,4
oTjNulcZ,True,2017-01-22 15:16:20.123,2017-01-22 15:28:18.018,70,mate,black,5+7,sagansaxo,1620,nonomon,1760,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 d6 5. Ng5 Nh6 6. Qf3 f6 7. Ne6 Bxe6 8. Bxe6 Nd4 9. Qh5+ g6 10. Qxh6 Nxe6 11. c3 Qe7 12. Nd2 Nf4 13. O-O Nxd3 14. Qh4 O-O-O 15. Qg3 Nf4 16. Nb3 Ne2+ 17. Kh1 Nxg3+ 18. hxg3 h5 19. Bd2 h4 20. g4 h3 21. g3 Rdg8 22. f3 f5 23. exf5 gxf5 24. Nxc5 dxc5 25. Rae1 fxg4 26. fxg4 Rxg4 27. Rf3 Qd6 28. Bc1 e4 29. Rfe3 Rxg3 30. Rxg3 Qxg3 31. Rg1 Qf3+ 32. Kh2 Qf2+ 33. Kh1 h2 34. Rg2 Qf1+ 35. Rg1 Qxg1#,C50,Italian Game: Giuoco Pianissimo,7
e1V1ydP6,True,2017-01-22 11:11:04.984,2017-01-22 11:21:42.581,77,resign,white,5+8,sagansaxo,1606,chessie66,1731,1. e4 e5 2. Nf3 d6 3. Bc4 Be7 4. d3 Nf6 5. Ng5 O-O 6. Bxf7+ Rxf7 7. Nxf7 Kxf7 8. Bg5 Kg8 9. Nc3 Nc6 10. Bxf6 Bxf6 11. Nd5 Be6 12. h3 Bxd5 13. exd5 Nd4 14. c3 Ne6 15. dxe6 Qe7 16. Qb3 b6 17. O-O c6 18. g3 d5 19. c4 Qxe6 20. cxd5 cxd5 21. Kg2 Rd8 22. Rac1 e4 23. dxe4 Qxe4+ 24. Kh2 h6 25. Rfe1 Qf5 26. Qc2 Qg5 27. h4 Qg4 28. Qe2 Qd7 29. b3 d4 30. Qc4+ Kh8 31. Rcd1 Qd6 32. Rd2 Bxh4 33. Qd3 Bf6 34. Rde2 Qd7 35. Qg6 d3 36. Re8+ Rxe8 37. Rxe8+ Qxe8 38. Qxe8+ Kh7 39. Qe4+,C41,Philidor Defense #4,6
SyZZYR1I,True,2017-01-18 17:24:56.741,2017-01-18 17:36:58.628,53,resign,black,8+8,sagansaxo,1614,peterlx,1694,1. e4 Nf6 2. Nc3 e6 3. e5 Nd5 4. Nxd5 exd5 5. d4 d6 6. Nf3 dxe5 7. Nxe5 Bd6 8. Qe2 O-O 9. h3 Re8 10. Qh5 g6 11. Qg5 f6 12. Qh6 fxe5 13. dxe5 Rxe5+ 14. Be3 d4 15. Bd3 dxe3 16. fxe3 Rh5 17. Bc4+ Kh8 18. Qxh5 gxh5 19. O-O Qh4 20. b3 Qg3 21. Rf8+ Bxf8 22. Rf1 Bd6 23. Rf3 Qh2+ 24. Kf2 Bxh3 25. Ke1 Qxg2 26. Rf2 Bg3 27. Kd1,B02,Alekhine Defense,2
ZD45MHjR,False,2017-01-17 18:10:23.463,2017-01-17 18:14:57.248,33,resign,white,12+7,die_uhr,1831,sagansaxo,1614,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nd4 4. Nxd4 exd4 5. Qf3 f6 6. Bxg8 Rxg8 7. O-O Bc5 8. Qh5+ Kf8 9. Qxc5+ d6 10. Qxd4 c5 11. Qd5 Rb8 12. d3 b6 13. Bf4 Ke7 14. Bxd6+ Ke8 15. Qxg8+ Kd7 16. Qxd8+ Kxd8 17. Bxb8,C50,Italian Game: Schilling-Kostic Gambit,6
qmeZ7XKk,False,2017-01-17 17:53:26.449,2017-01-17 18:10:21.921,112,draw,draw,12+7,sagansaxo,1614,die_uhr,1831,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 Nf6 5. h3 O-O 6. Ng5 h6 7. Bxf7+ Rxf7 8. Nxf7 Kxf7 9. Qf3 Nd4 10. Qd1 d5 11. c3 Ne6 12. O-O dxe4 13. dxe4 Qxd1 14. Rxd1 Nxe4 15. Rf1 Nf4 16. Be3 Ne2+ 17. Kh1 Bxe3 18. fxe3+ Ke6 19. Re1 N2g3+ 20. Kh2 b6 21. Nd2 Nxd2 22. Kxg3 Bb7 23. Rad1 Ne4+ 24. Kh2 Rf8 25. Rf1 Rxf1 26. Rxf1 c5 27. g4 g6 28. c4 Nd2 29. Rf2 Nxc4 30. b3 Nxe3 31. Rf8 Ke7 32. Rh8 h5 33. Rh7+ Kf6 34. Rxb7 hxg4 35. hxg4 Nxg4+ 36. Kg3 Ne3 37. Rxa7 e4 38. Kf4 Nf5 39. Kxe4 g5 40. Kf3 Nd4+ 41. Kg4 b5 42. Ra6+ Ne6 43. a4 bxa4 44. bxa4 Ke5 45. Rc6 Kd5 46. Rc8 c4 47. a5 Nc5 48. Kxg5 c3 49. Rh8 c2 50. Rh1 Kd4 51. Rc1 Kc3 52. Kf5 Kd2 53. Ra1 Nb3 54. Rh1 Nxa5 55. Rh2+ Kc3 56. Rxc2+ Kxc2,C50,Italian Game: Giuoco Pianissimo |  Normal,8
THW8I8vq,False,2017-01-17 17:44:07.482,2017-01-17 17:53:24.260,62,mate,black,12+7,die_uhr,1831,sagansaxo,1614,1. d4 f5 2. c4 e6 3. Nc3 Bb4 4. Bd2 Nf6 5. a3 Bxc3 6. Bxc3 O-O 7. e3 Ne4 8. Qc2 Nxc3 9. Qxc3 Nc6 10. Nf3 h6 11. Bd3 Qf6 12. O-O d6 13. Qc2 e5 14. d5 Ne7 15. Nd2 e4 16. Be2 c6 17. dxc6 bxc6 18. f3 exf3 19. Rxf3 Rb8 20. Rb1 Qg6 21. Bd3 c5 22. h3 Bb7 23. Rf2 Bc6 24. g4 Qg5 25. Nf3 Bxf3 26. Rxf3 fxg4 27. Rg3 Rf3 28. Rxg4 Qxe3+ 29. Kh2 Rxh3+ 30. Kg2 Qf3+ 31. Kg1 Rh1#,A84,Dutch Defense: Rubinstein Variation,5
wnJGc0ki,False,2017-01-17 17:37:09.084,2017-01-17 17:44:06.073,66,mate,black,12+7,sagansaxo,1614,die_uhr,1831,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. Nc3 Nf6 5. Ng5 O-O 6. Bxf7+ Rxf7 7. Nxf7 Kxf7 8. d3 d5 9. Qf3 Bg4 10. Qg3 dxe4 11. dxe4 Nxe4 12. Qd3 Nxc3 13. Qxd8 Rxd8 14. O-O Ne2+ 15. Kh1 Nxc1 16. Raxc1 Rd2 17. f3 Be6 18. b3 Nd4 19. f4 exf4 20. Rxf4+ Kg6 21. h3 Ne2 22. Re4 Ng3+ 23. Kh2 Nxe4 24. Re1 Bd5 25. c4 Bc6 26. h4 Nf2 27. Re6+ Kf7 28. Re1 Bd6+ 29. g3 Nd3+ 30. Kg1 Rg2+ 31. Kf1 Bxg3 32. Rd1 Rf2+ 33. Kg1 Bh2#,C50,Four Knights Game: Italian Variation,8
U1IOMUZG,False,2017-01-17 17:28:37.418,2017-01-17 17:37:07.889,64,resign,black,12+7,die_uhr,1831,sagansaxo,1614,1. d4 d5 2. c4 Nf6 3. Nf3 e6 4. Bf4 Nc6 5. e3 Ne4 6. Bd3 Bb4+ 7. Nbd2 Nxd2 8. Nxd2 dxc4 9. Bxc4 g5 10. Bg3 h5 11. Bb5 a6 12. Bxc6+ bxc6 13. a3 Bxd2+ 14. Qxd2 Bb7 15. f3 Qd7 16. O-O O-O-O 17. Be5 Rhf8 18. Bf6 Rde8 19. Bxg5 c5 20. Rfd1 Rg8 21. Bf4 Bxf3 22. Rf1 Rxg2+ 23. Qxg2 Bxg2 24. Kxg2 Rg8+ 25. Kf2 Qd5 26. Rg1 Rxg1 27. Rxg1 Qb3 28. dxc5 Qc2+ 29. Kf3 Qxc5 30. Rg7 Qd5+ 31. Ke2 e5 32. Rg5 Qc4+,D06,Queen's Gambit Refused: Marshall Defense,4
nHlO3sTW,False,2017-01-17 17:14:42.778,2017-01-17 17:28:35.452,80,mate,black,12+7,sagansaxo,1614,die_uhr,1831,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d3 Bc5 5. Bg5 O-O 6. Nc3 Be7 7. Nd5 Nxd5 8. Bxe7 Ndxe7 9. Ng5 d6 10. Qh5 h6 11. Bxf7+ Kh8 12. Bc4 Qe8 13. Nf7+ Kh7 14. Ng5+ Kh8 15. Nf7+ Rxf7 16. Bxf7 Qf8 17. Bd5 Nd4 18. O-O-O Qxf2 19. Qe8+ Kh7 20. Rd2 Ne2+ 21. Kb1 Nxd5 22. exd5 Nc3+ 23. bxc3 Qxd2 24. Qh5 Qxc3 25. g4 Qb4+ 26. Kc1 Qxg4 27. Qf7 Qf4+ 28. Qxf4 exf4 29. Rf1 g5 30. h4 Bh3 31. Rf2 g4 32. Rxf4 Rg8 33. h5 Rg5 34. Rf7+ Rg7 35. Rf4 g3 36. Rf3 g2 37. Rxh3 g1=Q+ 38. Kb2 Qd4+ 39. Kc1 Qc3 40. d4 Rg1#,C50,Italian Game: Giuoco Pianissimo |  Normal,8
gppqnXi3,False,2017-01-15 15:07:47.675,2017-01-15 15:28:11.854,150,mate,black,10+14,sagansaxo,1614,rtcxks,1587,1. e4 d6 2. Nf3 Bg4 3. h3 Bh5 4. Bc4 e5 5. d3 Nc6 6. Ng5 Qxg5 7. Bxg5 Bxd1 8. Kxd1 h6 9. Bh4 Nge7 10. Nc3 a6 11. Nd5 Kd7 12. Nxe7 Bxe7 13. Bxe7 Kxe7 14. Kd2 Rhf8 15. f3 f5 16. exf5 Rxf5 17. Rae1 b6 18. Bd5 Kd7 19. a4 a5 20. f4 Re8 21. g3 Nd4 22. Rhg1 Ref8 23. c3 exf4 24. cxd4 Rxd5 25. gxf4 Rxd4 26. Rxg7+ Kc6 27. Re4 Rxf4 28. Rxd4 Rxd4 29. b3 Rb4 30. Kc3 Rh4 31. Rg3 Kc5 32. Rf3 d5 33. Rg3 d4+ 34. Kc2 Kb4 35. Rf3 b5 36. axb5 Kxb5 37. Rf5+ Kb4 38. Rf3 a4 39. bxa4 Kxa4 40. Kd2 Kb4 41. Kc2 c5 42. Kd2 c4 43. dxc4 Kxc4 44. Rg3 Rf4 45. Rg2 Rf3 46. h4 Rd3+ 47. Kc2 Rh3 48. Kd2 Rxh4 49. Rg3 h5 50. Ke2 Rh2+ 51. Kd1 h4 52. Rf3 h3 53. Kc1 Rh1+ 54. Kd2 h2 55. Rf2 Rd1+ 56. Kxd1 h1=Q+ 57. Ke2 d3+ 58. Ke3 Qh6+ 59. Kf3 Kc3 60. Kg2 Qg5+ 61. Kf1 Qe5 62. Kg2 d2 63. Rxd2 Kxd2 64. Kf3 Qe3+ 65. Kg4 Qf2 66. Kg5 Qf1 67. Kg4 Ke3 68. Kg5 Ke4 69. Kg6 Ke5 70. Kg7 Ke6 71. Kg6 Qg1+ 72. Kh5 Kf6 73. Kh4 Kf5 74. Kh3 Kf4 75. Kh4 Qg4#,A04,Zukertort Opening: Wade Defense,4
cKAasAuS,True,2017-01-15 14:57:15.860,2017-01-15 15:03:50.866,27,mate,white,5+6,t5b5,1673,sagansaxo,1624,1. e4 e5 2. Bc4 Nc6 3. Qf3 f6 4. c3 Nge7 5. d4 exd4 6. cxd4 Nxd4 7. Qd3 c5 8. Nf3 Nxf3+ 9. Qxf3 d6 10. Nc3 a6 11. O-O Nc6 12. Qh5+ g6 13. Qd5 Bg7 14. Qf7#,C23,Bishop's Opening,3
42cULIwT,True,2017-01-15 13:36:32.068,2017-01-15 13:52:14.510,83,resign,white,5+8,maforma,1822,sagansaxo,1629,1. e4 e5 2. f4 Nc6 3. Nf3 exf4 4. Bc4 d6 5. O-O a6 6. a3 Nf6 7. d3 h6 8. c3 g5 9. Nbd2 Bg7 10. b4 Be6 11. Bb2 Bxc4 12. Nxc4 d5 13. exd5 Nxd5 14. Nce5 Bxe5 15. Re1 f6 16. d4 Ne3 17. Qd3 Bd6 18. Qg6+ Kd7 19. c4 Ne7 20. Qd3 c6 21. c5 Bc7 22. d5 N7xd5 23. Nd4 b6 24. Nf5 bxc5 25. Nxe3 fxe3 26. Rxe3 Kc8 27. Re6 Be5 28. Bxe5 fxe5 29. Rxc6+ Kb7 30. Rxc5 Nb6 31. Qe4+ Ka7 32. Qxe5 Rc8 33. Qg7+ Kb8 34. Qe5+ Ka8 35. Qe4+ Ka7 36. Rf5 Re8 37. Rf7+ Nd7 38. Qd4+ Qb6 39. Rxd7+ Ka8 40. Qxb6 Rc1+ 41. Rxc1 Re1+ 42. Rxe1,C34,King's Gambit Accepted |  MacLeod Defense,6
1BbuiINm,True,2017-01-15 09:41:21.957,2017-01-15 09:53:02.449,84,resign,white,5+8,homedeblau,1728,sagansaxo,1637,1. c4 e5 2. Nc3 Nc6 3. g3 Nf6 4. Bg2 b6 5. e3 Bb7 6. Nge2 Bb4 7. O-O d6 8. a3 Bxc3 9. Nxc3 Rb8 10. Nd5 Nxd5 11. Bxd5 O-O 12. Qf3 Na5 13. b4 Bxd5 14. Qxd5 Nb3 15. Rb1 Nxc1 16. Rbxc1 a5 17. b5 Rc8 18. a4 Qd7 19. d4 exd4 20. Qxd4 c5 21. Qd5 g6 22. Rcd1 Rcd8 23. Rd2 Rfe8 24. Rfd1 Re6 25. e4 Kf8 26. f3 Ke7 27. Qg5+ Kf8 28. Qh6+ Kg8 29. Kg2 Rf6 30. e5 Re6 31. Rxd6 Rxd6 32. Rxd6 Qe7 33. Qf4 Rxd6 34. exd6 Qe2+ 35. Kh3 Qf1+ 36. Kg4 Qd3 37. h4 h5+ 38. Kg5 Kg7 39. Qf6+ Kg8 40. Kh6 Qe3+ 41. f4 Kf8 42. d7 Qxf4+,A25,English Opening: King's English Variation |  Reversed Closed Sicilian,4
WU42sr2F,True,2017-01-15 09:13:56.101,2017-01-15 09:33:13.356,140,mate,black,5+8,sagansaxo,1646,chessie66,1709,1. e4 e5 2. Nf3 d6 3. Bc4 Be7 4. d3 Nf6 5. Ng5 O-O 6. Bxf7+ Rxf7 7. Nxf7 Kxf7 8. h3 Nc6 9. Nc3 Kg8 10. b3 h6 11. Bb2 Nh7 12. Nd5 Bg5 13. Qf3 Bf4 14. Nxf4 exf4 15. Qxf4 Qg5 16. Qxg5 Nxg5 17. O-O-O a5 18. a3 b5 19. Rdf1 Ne7 20. f4 Nf7 21. f5 c5 22. f6 gxf6 23. Bxf6 Ng6 24. Bb2 c4 25. bxc4 bxc4 26. d4 Bb7 27. Re1 Rc8 28. c3 Nf4 29. Kb1 Ng5 30. Rhf1 Nd3 31. Re2 Bxe4 32. h4 Nxb2+ 33. Kxb2 Bd3 34. hxg5 Bxe2 35. Rf2 Bd3 36. gxh6 d5 37. g4 Kh7 38. g5 Kg6 39. Rf6+ Kxg5 40. Ra6 Rb8+ 41. Kc1 Rb3 42. h7 Bxh7 43. Rxa5 Be4 44. Kd2 Rb2+ 45. Ke3 Rc2 46. a4 Rxc3+ 47. Kd2 Rd3+ 48. Ke2 Rxd4 49. Ra8 Rd3 50. a5 Ra3 51. a6 Kf5 52. a7 d4 53. Rf8+ Kg5 54. Rg8+ Kh6 55. Rh8+ Kg7 56. Re8 Bf3+ 57. Kd2 Rxa7 58. Rd8 d3 59. Rc8 Bd5 60. Rc5 Bf7 61. Rg5+ Kf6 62. Rg4 Be6 63. Rf4+ Ke5 64. Rf3 Bd5 65. Re3+ Be4 66. Kc3 Kd5 67. Rh3 Ra3+ 68. Kd2 Kd4 69. Rh4 c3+ 70. Kd1 Ra1#,C41,Philidor Defense #4,6
